name_guest,date_review,overview_rating,overview_text,comment
Patrice Ann Lee,"Reviewed in the United States on December 24, 2023",5.0 out of 5 stars,Beautiful,These glasses are absolutely beautiful!! They match my kitchen perfectly!!
etmama,"Reviewed in the United States on December 22, 2023",5.0 out of 5 stars,Love these glasses!,I love these glasses!  They are beautiful and sturdy.  The indents on the sides help with grip and also the overall look of the glass.  The blue swirl in the glass is gorgeous.
Kathy Brown,"Reviewed in the United States on December 20, 2023",5.0 out of 5 stars,Beautiful glassware,Beautiful glassware set.  Looks great in the lake House. The indentions on the glass make it easy to hold
DIANA ,"Reviewed in the United States on December 18, 2023",5.0 out of 5 stars,Blue beautiful,Pretty cobalt blue glasses good value
Mich,"Reviewed in the United States on December 16, 2023",5.0 out of 5 stars,Glassware,Absolutely beautiful. Great deal with both the regular size glasses and the smaller glasses. Complete this set
G-Ma Gifter,"Reviewed in the United States on December 15, 2023",5.0 out of 5 stars,Beautiful!,This glassware set compliments the dishes and mugs I purchased as a Christmas gift. They are beautiful and I believe they will last a long time. They arrived on time and were expertly packaged to prevent any breakage. I'm very pleased with this purchase and would buy them again.
Amazon Customer,"Reviewed in the United States on December 14, 2023",5.0 out of 5 stars,Nice,"The blue wave is in the glass.  Its not a decal.  Not as heavy as mexican type but still very nice.  Would buy again.  None broken, packaged well."
F.C.,"Reviewed in the United States on December 12, 2023",5.0 out of 5 stars,"the glasswear is beautiful but too heavy for me to use,sorry!","the  glassware is too heavy for me to use.Still new,never used!"
Vernon DeWitt,"Reviewed in the United States on December 9, 2023",5.0 out of 5 stars,"Beautiful, but easily breakable","Love how they look but I broke 2 and a guest broke 1. This is to be expected, they ARE made of glass after all. They look fantastic, so I gave them a 5 anyway. Glass breaks."
Jason R,"Reviewed in the United States on December 6, 2023",5.0 out of 5 stars,Lovely set,"Bought this as a gift for a family member and they love the glass. They look amazing, she was so excited to receive them."
William T Dryden,"Reviewed in the United States on December 5, 2023",5.0 out of 5 stars,Pretty!,I love these glasses!  Look just like the picture and wash easily in dishwasher.
E-,"Reviewed in the United States on November 26, 2023",5.0 out of 5 stars,Love design weight size & dimples,Beautiful design love the dimples in the sides. Good sizes although would've preferred even a larger tall glass. Especially love that these are made in the USA. I was concerned about the dimple on the bottom of the glass. I don't know why manufacturers don't make the bottoms flat so they don't hold water from the dishwasher. These do seem to dry really nicely in the dishwasher and I rarely have water puddling in the tiny dimple on the bottom. I do love the dimples on the side great for the small glass to keep by the bed and get a good grip if I want to drink at night.
R.,"Reviewed in the United States on November 14, 2023",5.0 out of 5 stars,Adorable high quality glasses,These glasses are exactly what I wanted! They are not flimsy and so thin you have to worry about them breaking easily. They look like high end hand blown glasses. I get so many compliments on them!
Vee,"Reviewed in the United States on November 11, 2023",5.0 out of 5 stars,Nice,Great heavy duty glasses
Bobbie M.,"Reviewed in the United States on November 5, 2023",5.0 out of 5 stars,Great glasswear,I liked them so much that I ordered a second set.  Keep in mind that these are not stackable but I have enough cabinet space for them
Matt Petersen,"Reviewed in the United States on November 4, 2023",5.0 out of 5 stars,Elegant,They look beautiful and unique for this price. I just got them and can’t comment on the quality yet. Very happy with the look.
Marion vonKolnitz,"Reviewed in the United States on November 2, 2023",5.0 out of 5 stars,Perfect!,"I haven’t had a full set of matching drinking glasses in a very long time and decided to treat myself! I love these! They, of course, sweat like all glassware so a coaster or napkin is needed. There is also a dimple in the bottom so a little water is left after the dishwasher drying cycle. These a minor issues which are easily resolved!"
joyce,"Reviewed in the United States on November 1, 2023",5.0 out of 5 stars,Our favorite water glasses!,These are so pretty and super easy to hold because of the indents in them. We put them in the dish washer and they come out great every time.
RJA,"Reviewed in the United States on October 31, 2023",5.0 out of 5 stars,Elegant but great for every day,This beautiful ribbon of blue perfectly matches my dishes. I like the grip. I hope they don’t stop production because I will buy more.
Patricia Jenkins,"Reviewed in the United States on October 26, 2023",5.0 out of 5 stars,"Elegant! Embedded groves for easy handling, too! Beautiful addition to my pantry",Love this collection’s elegant beauty.
Gail D Gail,"Reviewed in the United States on October 20, 2023",5.0 out of 5 stars,Love these,"Color is fabulous, durable, just love them and get lots of compliments"
Nancy Hund,"Reviewed in the United States on October 17, 2023",5.0 out of 5 stars,Easy to hold!,They are beautiful and easy to hol!!!
Mauricio Luna,"Reviewed in the United States on October 16, 2023",5.0 out of 5 stars,Beautiful,Love the dimples the blue is beautiful.
Rick Varley,"Reviewed in the United States on October 13, 2023",5.0 out of 5 stars,Love the look of these glasses.,"Each glass is unique, each one has a little difference in it which I think really makes it great.Love the indentations, very easy to hold. Great job on the design."
Michael Braun,"Reviewed in the United States on October 9, 2023",5.0 out of 5 stars,"Pretty, and good for daily use.","I’ve bought these in the past for a more reasonable price at Walmart. Walmart does not sell them in store now. Over the years, my kids broke some and I wanted a complete set for family gatherings. These are great for daily use and very pretty. I wish that they were sold at a better price for a Libby glass set. I do like the them and appreciate the unique style."
Staci,"Reviewed in the United States on October 8, 2023",5.0 out of 5 stars,Cheers,These are wonderful glasses. Easy to hold and the look amazing on the table!
Donald N.,"Reviewed in the United States on October 7, 2023",5.0 out of 5 stars,Excellent Quality,Great product but when they are loaded with ice cubes the sweat on the outside of the glass causing everything place under the glass to become extremely wet. The last set we bought last time did not have this problem.
CocoaMO,"Reviewed in the United States on October 1, 2023",5.0 out of 5 stars,Holy cow nice upscale glasses,Ever since pier 1 and Bombay closed hard to find good stuff anymore. These glasses are exquisite. For fancy and everyday use. Love them win win
Amazon Customer,"Reviewed in the United States on September 27, 2023",5.0 out of 5 stars,Classic glasses,They look wonderful and are good quality
BirdieB,"Reviewed in the United States on September 25, 2023",5.0 out of 5 stars,Very pretty,"I love these glasses.  The color is bright, feels sturdy."
Lisa Manous,"Reviewed in the United States on September 23, 2023",5.0 out of 5 stars,Unusual and Beautiful Drinking Glassware,Does not lose its vibrancy even after going through the dishwasher.
Lch,"Reviewed in the United States on September 23, 2023",5.0 out of 5 stars,Beautiful!,"Love these!  Good quality, easy to grip!"
T Kid,"Reviewed in the United States on September 15, 2023",5.0 out of 5 stars,High quality,These high quality glasses are so good looking that even my son was impressed with them.
BigStache,"Reviewed in the United States on September 12, 2023",5.0 out of 5 stars,Beautiful glassware!,"Clear, well made glassware! Been looking for something like this for a while now!"
Tracey Lee Melodia,"Reviewed in the United States on September 10, 2023",5.0 out of 5 stars,Striking,This glassware is striking!!! I love it
Judy Rogers awesome read had to read in one day,"Reviewed in the United States on September 8, 2023",5.0 out of 5 stars,Repeat order as love these glasses,"We really like the feel of these glasses to hold and the color pops with my kitchen decor and dishes,"
